date,vnd_per_cad,open,high,low,change_pct,year,month
2023-01-05,17295.37,17455.66,17466.04,17272.83,-0.83,2023,1
2023-01-06,17447.57,17300.19,17473.2,17174.01,0.88,2023,1
2023-01-09,17513.44,17457.61,17558.49,17449.16,0.38,2023,1
2023-01-10,17461.09,17519.79,17537.99,17438.84,-0.3,2023,1
2023-01-11,17458.66,17465.46,17491.04,17435.77,-0.01,2023,1
2023-01-12,17535.54,17462.38,17567.54,17420.03,0.44,2023,1
2023-01-13,17488.81,17541.25,17597.87,17439.18,-0.27,2023,1
2023-01-16,17485.83,17494.49,17553.64,17464.04,-0.02,2023,1
2023-01-17,17493.28,17492.17,17528.43,17436.47,0.04,2023,1
2023-01-18,17367.17,17503.55,17558.05,17362.52,-0.72,2023,1
2023-01-19,17409.39,17376.03,17440.13,17337.45,0.24,2023,1
2023-01-20,17514.76,17419.4,17535.98,17371.66,0.61,2023,1
2023-01-23,17531.79,17518.96,17577.39,17475.88,0.1,2023,1
2023-01-24,17526.54,17537.96,17571.47,17480.43,-0.03,2023,1
2023-01-25,17501.68,17536.64,17579.37,17461.56,-0.14,2023,1
2023-01-26,17594.96,17509.8,17628.27,17487.61,0.53,2023,1
2023-01-27,17621.87,17595.86,17645.4,17568.75,0.15,2023,1
2023-01-30,17530.62,17628.17,17646.06,17529.22,-0.52,2023,1
2023-01-31,17618.55,17532.49,17632.35,17403.97,0.5,2023,1
2023-02-01,17635.99,17623.07,17678.11,17525.51,0.1,2023,2
2023-02-02,17609.64,17648.83,17684.82,17567.52,-0.15,2023,2
2023-02-03,17491.23,17607.74,17637.13,17464.81,-0.67,2023,2
2023-02-06,17458.55,17512.41,17541.05,17424.13,-0.19,2023,2
2023-02-07,17611.94,17464.3,17646.4,17457.81,0.88,2023,2
2023-02-08,17539.03,17620.06,17665.77,17540.14,-0.41,2023,2
2023-02-09,17508.92,17550.59,17626.38,17505.29,-0.17,2023,2
2023-02-10,17659.62,17521.56,17675.72,17499.26,0.86,2023,2
2023-02-13,17695.37,17663.8,17715.49,17612.41,0.2,2023,2
2023-02-14,17692.48,17705.53,17787.32,17629.93,-0.02,2023,2
2023-02-15,17627.08,17702.63,17708.57,17576.82,-0.37,2023,2
2023-02-16,17592.87,17642.45,17732.34,17585.31,-0.19,2023,2
2023-02-17,17671.07,17619.3,17688.99,17569.51,0.44,2023,2
2023-02-20,17632.85,17675.21,17691.56,17580.05,-0.22,2023,2
2023-02-21,17502.22,17645.31,17663.41,17505.54,-0.74,2023,2
2023-02-22,17545.93,17519.76,17612.02,17514.59,0.25,2023,2
2023-02-23,17574.35,17563.94,17651.52,17544.63,0.16,2023,2
2023-02-24,17467.31,17593.86,17625.65,17411.19,-0.61,2023,2
2023-02-27,17530.75,17480.26,17600.12,17467.43,0.36,2023,2
2023-02-28,17393.22,17544.38,17557.31,17407.23,-0.78,2023,2
2023-03-01,17437.67,17416.8,17477.87,17375.22,0.26,2023,3
2023-03-02,17429.03,17452.55,17468.62,17384.62,-0.05,2023,3
2023-03-03,17437.67,17445.67,17502.03,17386.69,0.05,2023,3
2023-03-06,17369.27,17450.63,17461.65,17362.44,-0.39,2023,3
2023-03-07,17183.98,17380.93,17400.73,17185.01,-1.07,2023,3
2023-03-08,17174.94,17196.88,17268.2,17167.88,-0.05,2023,3
2023-03-09,17120.96,17187.16,17232.22,17122.53,-0.31,2023,3
2023-03-10,17106.5,17135.53,17204.42,17082.06,-0.08,2023,3
2023-03-13,17169.29,17132.21,17246.74,17088.68,0.37,2023,3
2023-03-14,17219.46,17184.54,17277.13,17139.32,0.29,2023,3
2023-03-15,17115.78,17234.2,17277.92,17065.98,-0.6,2023,3
2023-03-16,17169.51,17132.95,17191.09,17096.96,0.31,2023,3
2023-03-17,17164.29,17180.44,17247.94,17125.85,-0.03,2023,3
2023-03-20,17244.66,17187.62,17276.49,17152.78,0.47,2023,3
2023-03-21,17186.82,17260.05,17286.63,17167.09,-0.34,2023,3
2023-03-22,17121.84,17196.51,17226.23,17114.07,-0.38,2023,3
2023-03-23,17124.74,17136.51,17241.38,17110.82,0.02,2023,3
2023-03-24,17100.67,17132.03,17146.36,17040.31,-0.14,2023,3
2023-03-27,17202.25,17120.3,17227.74,17102.54,0.59,2023,3
2023-03-28,17262.17,17210.71,17287.18,17154.02,0.35,2023,3
2023-03-29,17316.91,17273.83,17328.77,17245.55,0.32,2023,3
2023-03-30,17351.77,17325.56,17372.64,17285.88,0.2,2023,3
2023-03-31,17348.52,17363.01,17390.98,17296.35,-0.02,2023,3
2023-04-03,17464.1,17358.98,17512.39,17344.41,0.67,2023,4
2023-04-04,17451.46,17477.21,17507.18,17423.35,-0.07,2023,4
2023-04-05,17434.43,17458.34,17488.55,17396.63,-0.1,2023,4
2023-04-06,17380.12,17434.99,17452.49,17362.85,-0.31,2023,4
2023-04-07,17350.31,17382.15,17396.27,17327.71,-0.17,2023,4
2023-04-10,17346.26,17338.61,17386.82,17298.69,-0.02,2023,4
2023-04-11,17405.35,17355.66,17420.05,17346.04,0.34,2023,4
2023-04-12,17439.37,17411.64,17461.93,17379.73,0.2,2023,4
2023-04-13,17572.53,17443.73,17584.85,17434.01,0.76,2023,4
2023-04-14,17537.03,17579.57,17627.71,17502.05,-0.2,2023,4
2023-04-17,17532.66,17548.55,17601.47,17502.43,-0.02,2023,4
2023-04-18,17551.52,17537.05,17599.09,17529.85,0.11,2023,4
2023-04-19,17464.72,17562.93,17568.83,17457.4,-0.49,2023,4
2023-04-20,17424.33,17468.43,17507.79,17411.61,-0.23,2023,4
2023-04-21,17342.34,17432.93,17436.81,17320.95,-0.47,2023,4
2023-04-24,17347.71,17349.09,17375.76,17305.16,0.03,2023,4
2023-04-25,17222.83,17352.66,17373.83,17198.7,-0.72,2023,4
2023-04-26,17204.34,17225.2,17262.94,17194.65,-0.11,2023,4
2023-04-27,17246.58,17215.46,17260.92,17193.86,0.25,2023,4
2023-04-28,17301.17,17255.21,17335.89,17166.59,0.32,2023,4
2023-05-01,17311.38,17324.38,17343.58,17273.37,0.06,2023,5
2023-05-02,17207.22,17322.46,17346.15,17204.97,-0.6,2023,5
2023-05-03,17222.39,17221.39,17277.18,17202.45,0.09,2023,5
2023-05-04,17314.08,17230.88,17348.45,17207.86,0.53,2023,5
2023-05-05,17523.92,17323.46,17536.74,17315.14,1.21,2023,5
2023-05-08,17526.17,17518.4,17611.63,17512.51,0.01,2023,5
2023-05-09,17519.23,17535.9,17556.01,17503.27,-0.04,2023,5
2023-05-10,17545.24,17530.07,17602.84,17496.55,0.15,2023,5
2023-05-11,17390.5,17556.1,17565.95,17386.83,-0.88,2023,5
2023-05-12,17303.72,17391.98,17408.31,17293.23,-0.5,2023,5
2023-05-15,17416.29,17296.42,17430.62,17290.05,0.65,2023,5
2023-05-16,17388.4,17423.5,17497.29,17380.51,-0.16,2023,5
2023-05-17,17428.47,17395.41,17456.18,17323.27,0.23,2023,5
2023-05-18,17365.23,17439.96,17441.26,17342.53,-0.36,2023,5
2023-05-19,17375.2,17372.71,17460.46,17353.69,0.06,2023,5
2023-05-22,17351.2,17386.47,17405.17,17338.76,-0.14,2023,5
2023-05-23,17378.75,17357.47,17413.23,17326.57,0.16,2023,5
2023-05-24,17259.89,17381.01,17419.98,17252.15,-0.68,2023,5
2023-05-25,17205.48,17264.84,17279.45,17202.85,-0.32,2023,5
2023-05-26,17239.48,17209.78,17266.54,17190.88,0.2,2023,5
2023-05-29,17265.1,17263.37,17281.43,17241.19,0.15,2023,5
2023-05-30,17258.36,17269.35,17314.71,17249.54,-0.04,2023,5
2023-05-31,17298.91,17269.65,17314.0,17206.85,0.23,2023,5
2023-06-01,17457.07,17309.54,17480.93,17286.64,0.91,2023,6
2023-06-02,17483.43,17459.49,17515.38,17453.82,0.15,2023,6
2023-06-05,17472.3,17482.51,17515.74,17455.25,-0.06,2023,6
2023-06-06,17516.97,17474.72,17539.86,17460.14,0.26,2023,6
2023-06-07,17560.19,17523.31,17631.85,17488.92,0.25,2023,6
2023-06-08,17588.92,17565.26,17621.03,17547.98,0.16,2023,6
2023-06-09,17587.11,17591.35,17637.56,17560.12,-0.01,2023,6
2023-06-12,17563.02,17600.54,17641.21,17547.63,-0.14,2023,6
2023-06-13,17640.21,17567.31,17690.34,17560.46,0.44,2023,6
2023-06-14,17634.7,17648.49,17713.44,17604.0,-0.03,2023,6
2023-06-15,17786.93,17645.63,17817.4,17589.62,0.86,2023,6
2023-06-16,17818.18,17802.57,17856.88,17766.32,0.18,2023,6
2023-06-19,17802.0,17820.36,17850.18,17775.93,-0.09,2023,6
2023-06-20,17768.38,17804.98,17817.12,17728.51,-0.19,2023,6
2023-06-21,17852.8,17777.4,17868.81,17754.96,0.48,2023,6
2023-06-22,17879.41,17863.38,17903.35,17848.21,0.15,2023,6
2023-06-23,17833.31,17887.02,17899.95,17785.59,-0.26,2023,6
2023-06-26,17885.38,17844.28,17920.9,17840.89,0.29,2023,6
2023-06-27,17826.28,17897.06,17946.32,17834.54,-0.33,2023,6
2023-06-28,17763.95,17836.56,17840.63,17745.52,-0.35,2023,6
2023-06-29,17779.87,17771.62,17805.27,17732.8,0.09,2023,6
2023-06-30,17805.89,17788.47,17858.63,17753.11,0.15,2023,6
2023-07-03,17877.62,17810.09,17922.07,17759.55,0.4,2023,7
2023-07-04,17919.25,17894.34,17958.72,17846.1,0.23,2023,7
2023-07-05,17874.89,17928.17,17980.42,17868.96,-0.25,2023,7
2023-07-06,17735.06,17886.46,17901.65,17736.57,-0.78,2023,7
2023-07-07,17804.14,17743.87,17828.21,17669.91,0.39,2023,7
2023-07-10,17799.86,17818.8,17829.43,17754.63,-0.02,2023,7
2023-07-11,17903.57,17810.62,17914.51,17803.35,0.58,2023,7
2023-07-12,17939.19,17912.48,18012.18,17885.61,0.2,2023,7
2023-07-13,18049.73,17956.84,18069.07,17906.94,0.62,2023,7
2023-07-14,17878.49,18050.47,18068.86,17873.75,-0.95,2023,7
2023-07-17,17900.16,17890.65,17963.53,17861.6,0.12,2023,7
2023-07-18,17944.73,17911.81,17956.56,17851.48,0.25,2023,7
2023-07-19,17949.11,17954.51,17970.36,17916.55,0.02,2023,7
2023-07-20,17948.39,17955.35,18044.93,17925.43,0.0,2023,7
2023-07-21,17887.33,17953.32,17986.78,17885.09,-0.34,2023,7
2023-07-24,17968.87,17895.23,18004.49,17883.55,0.46,2023,7
2023-07-25,17958.55,17982.61,18033.82,17913.11,-0.06,2023,7
2023-07-26,17913.1,17969.55,17975.93,17882.78,-0.25,2023,7
2023-07-27,17891.12,17925.43,17987.46,17869.3,-0.12,2023,7
2023-07-28,17868.73,17892.95,17949.39,17876.28,-0.13,2023,7
2023-07-31,17952.99,17906.67,18012.63,17860.24,0.47,2023,7
2023-08-01,17827.3,17959.37,17968.9,17810.03,-0.7,2023,8
2023-08-02,17776.36,17840.2,17871.79,17774.91,-0.29,2023,8
2023-08-03,17776.95,17780.89,17826.46,17758.8,0.0,2023,8
2023-08-04,17739.64,17793.09,17821.07,17717.5,-0.21,2023,8
2023-08-07,17739.88,17749.11,17768.63,17696.68,0.0,2023,8
2023-08-08,17681.25,17750.02,17756.66,17581.28,-0.33,2023,8
2023-08-09,17684.97,17684.74,17713.51,17642.23,0.02,2023,8
2023-08-10,17650.56,17693.74,17759.13,17654.82,-0.19,2023,8
2023-08-11,17668.5,17660.07,17716.14,17626.6,0.1,2023,8
2023-08-14,17687.91,17683.18,17730.23,17618.43,0.11,2023,8
2023-08-15,17751.85,17699.28,17831.24,17686.14,0.36,2023,8
2023-08-16,17682.48,17760.58,17790.84,17676.8,-0.39,2023,8
2023-08-17,17605.37,17688.56,17710.1,17608.0,-0.44,2023,8
2023-08-18,17568.27,17617.74,17647.28,17545.67,-0.21,2023,8
2023-08-21,17572.16,17581.28,17649.13,17532.3,0.02,2023,8
2023-08-22,17651.83,17583.98,17713.23,17570.36,0.45,2023,8
2023-08-23,17731.2,17664.21,17748.44,17636.9,0.45,2023,8
2023-08-24,17664.16,17740.56,17762.52,17666.76,-0.38,2023,8
2023-08-25,17654.32,17681.72,17713.09,17618.95,-0.06,2023,8
2023-08-28,17705.88,17670.11,17756.73,17630.19,0.29,2023,8
2023-08-29,17837.12,17717.57,17853.06,17707.8,0.74,2023,8
2023-08-30,17813.08,17845.81,17858.36,17770.4,-0.13,2023,8
2023-08-31,17807.71,17831.15,17846.97,17754.91,-0.03,2023,8
2023-09-01,17693.78,17830.18,17855.29,17691.35,-0.64,2023,9
2023-09-04,17698.98,17711.52,17742.83,17701.76,0.03,2023,9
2023-09-05,17626.8,17719.98,17733.17,17612.62,-0.41,2023,9
2023-09-06,17639.51,17641.03,17673.51,17580.69,0.07,2023,9
2023-09-07,17581.29,17643.18,17656.35,17574.47,-0.33,2023,9
2023-09-08,17631.75,17591.18,17679.59,17575.07,0.29,2023,9
2023-09-11,17733.5,17648.46,17761.8,17637.46,0.58,2023,9
2023-09-12,17776.79,17745.45,17806.9,17715.54,0.24,2023,9
2023-09-13,17823.94,17790.48,17872.86,17765.24,0.27,2023,9
2023-09-14,17928.79,17827.37,17958.13,17825.4,0.59,2023,9
2023-09-15,17932.41,17936.19,17978.73,17907.09,0.02,2023,9
2023-09-18,18066.57,17944.16,18103.2,17933.46,0.75,2023,9
2023-09-19,18120.31,18081.71,18224.29,18074.35,0.3,2023,9
2023-09-20,18025.85,18133.48,18141.57,18020.63,-0.52,2023,9
2023-09-21,18028.77,18043.38,18072.06,17972.37,0.02,2023,9
2023-09-22,18061.84,18045.26,18157.95,18033.4,0.18,2023,9
2023-09-25,18119.66,18089.21,18134.18,18036.25,0.32,2023,9
2023-09-26,18033.88,18129.46,18143.33,18023.57,-0.47,2023,9
2023-09-27,18062.96,18040.24,18097.99,18011.75,0.16,2023,9
2023-09-28,18076.35,18076.76,18122.85,18046.62,0.07,2023,9
2023-09-29,17881.87,18088.81,18115.76,17890.4,-1.08,2023,9
2023-10-02,17796.3,17907.54,17955.75,17802.71,-0.48,2023,10
2023-10-03,17787.58,17809.22,17829.94,17758.61,-0.05,2023,10
2023-10-04,17765.17,17795.53,17847.62,17731.57,-0.13,2023,10
2023-10-05,17785.23,17777.38,17814.66,17697.28,0.11,2023,10
2023-10-06,17826.56,17798.53,17872.98,17739.71,0.23,2023,10
2023-10-09,17929.66,17827.9,17955.89,17817.46,0.58,2023,10
2023-10-10,17953.63,17942.68,17991.16,17919.01,0.13,2023,10
2023-10-11,17975.88,17965.99,18005.09,17941.64,0.12,2023,10
2023-10-12,17844.88,17985.88,18013.78,17840.46,-0.73,2023,10
2023-10-13,17890.34,17856.1,17934.14,17847.37,0.25,2023,10
2023-10-16,17970.76,17889.54,17989.05,17889.54,0.45,2023,10
2023-10-17,17941.39,17981.78,17991.48,17877.99,-0.16,2023,10
2023-10-18,17901.14,17950.7,18044.29,17911.43,-0.22,2023,10
2023-10-19,17892.28,17917.31,17958.19,17838.15,-0.05,2023,10
2023-10-20,17875.63,17905.82,17952.38,17845.82,-0.09,2023,10
2023-10-23,17958.08,17898.04,18000.22,17853.37,0.46,2023,10
2023-10-24,17866.24,17971.95,17999.71,17854.03,-0.51,2023,10
2023-10-25,17800.97,17880.03,17897.13,17793.14,-0.37,2023,10
2023-10-26,17777.62,17813.13,17848.21,17771.76,-0.13,2023,10
2023-10-27,17709.38,17789.75,17819.13,17707.02,-0.38,2023,10
2023-10-30,17760.9,17726.18,17786.79,17707.59,0.29,2023,10
2023-10-31,17700.9,17769.42,17786.43,17682.1,-0.34,2023,10
2023-11-01,17740.66,17706.95,17768.51,17689.73,0.22,2023,11
2023-11-02,17879.49,17747.99,17893.41,17742.58,0.78,2023,11
2023-11-03,17950.22,17889.51,17971.07,17844.94,0.4,2023,11
2023-11-06,17761.48,17948.72,17998.31,17764.89,-1.05,2023,11
2023-11-07,17656.89,17771.38,17792.09,17647.18,-0.59,2023,11
2023-11-08,17667.1,17669.06,17711.36,17641.07,0.06,2023,11
2023-11-09,17626.19,17673.07,17714.89,17622.58,-0.23,2023,11
2023-11-10,17615.74,17631.51,17666.03,17555.57,-0.06,2023,11
2023-11-13,17659.88,17626.18,17701.07,17606.4,0.25,2023,11
2023-11-14,17785.16,17664.53,17809.78,17602.03,0.71,2023,11
2023-11-15,17750.66,17797.41,17810.94,17708.87,-0.19,2023,11
2023-11-16,17652.45,17761.33,17763.28,17629.91,-0.55,2023,11
2023-11-17,17672.35,17659.4,17701.99,17610.64,0.11,2023,11
2023-11-20,17606.35,17694.24,17697.47,17584.82,-0.37,2023,11
2023-11-21,17610.57,17618.13,17646.2,17560.73,0.02,2023,11
2023-11-22,17682.08,17619.15,17694.55,17589.16,0.41,2023,11
2023-11-23,17694.72,17689.38,17757.23,17655.44,0.07,2023,11
2023-11-24,17787.23,17706.66,17858.46,17656.07,0.52,2023,11
2023-11-27,17791.32,17802.79,17818.47,17734.96,0.02,2023,11
2023-11-28,17848.99,17797.36,17877.43,17793.44,0.32,2023,11
2023-11-29,17851.36,17861.62,17915.69,17824.62,0.01,2023,11
2023-11-30,17880.84,17863.98,17902.74,17801.59,0.17,2023,11
2023-12-01,17993.93,17887.56,18018.69,17877.02,0.63,2023,12
2023-12-04,17912.54,17992.01,18028.04,17883.21,-0.45,2023,12
2023-12-05,17850.52,17918.88,17922.86,17851.57,-0.35,2023,12
2023-12-06,17855.09,17856.17,17920.72,17851.57,0.03,2023,12
2023-12-07,17849.26,17860.09,17878.52,17827.91,-0.03,2023,12
2023-12-08,17820.62,17856.09,17889.64,17801.78,-0.16,2023,12
2023-12-11,17862.4,17835.85,17903.54,17780.72,0.23,2023,12
2023-12-12,17848.73,17870.56,17920.87,17819.38,-0.08,2023,12
2023-12-13,17956.51,17858.72,17993.92,17837.05,0.6,2023,12
2023-12-14,18082.49,17965.96,18108.35,17955.23,0.7,2023,12
2023-12-15,18128.83,18086.73,18184.88,18077.29,0.26,2023,12
2023-12-18,18168.93,18163.79,18248.55,18111.14,0.22,2023,12
2023-12-19,18260.22,18181.82,18270.64,18162.14,0.5,2023,12
2023-12-20,18197.11,18268.59,18290.07,18189.65,-0.35,2023,12
2023-12-21,18307.74,18208.68,18327.69,18204.59,0.61,2023,12
2023-12-22,18254.75,18318.03,18346.2,18242.36,-0.29,2023,12
2023-12-25,18284.03,18278.44,18300.09,18181.13,0.16,2023,12
2023-12-26,18433.62,18288.46,18443.99,18267.56,0.82,2023,12
2023-12-27,18427.83,18434.21,18492.04,18410.29,-0.03,2023,12
2023-12-28,18314.06,18443.37,18469.61,18320.55,-0.62,2023,12
2023-12-29,18309.43,18330.94,18417.76,18294.89,-0.03,2023,12
2024-01-01,18323.26,18320.44,18339.13,18311.46,0.08,2024,1
2024-01-02,18256.53,18332.89,18392.11,18248.97,-0.36,2024,1
2024-01-03,18249.21,18264.04,18306.19,18231.37,-0.04,2024,1
2024-01-04,18241.73,18254.29,18315.63,18231.47,-0.04,2024,1
2024-01-05,18232.83,18256.05,18349.46,18194.03,-0.05,2024,1
2024-01-08,18226.08,18266.28,18270.38,18159.78,-0.04,2024,1
2024-01-09,18189.96,18238.69,18272.22,18164.88,-0.2,2024,1
2024-01-10,18237.18,18198.79,18272.29,18188.27,0.26,2024,1
2024-01-11,18271.74,18251.12,18343.88,18216.3,0.19,2024,1
2024-01-12,18258.41,18283.63,18366.13,18270.27,-0.07,2024,1
2024-01-15,18221.76,18275.72,18298.22,18201.43,-0.2,2024,1
2024-01-16,18149.49,18231.24,18241.7,18150.49,-0.4,2024,1
2024-01-17,18162.3,18175.08,18214.53,18120.06,0.07,2024,1
2024-01-18,18197.66,18168.36,18221.94,18149.52,0.19,2024,1
2024-01-19,18271.16,18211.48,18285.42,18177.14,0.4,2024,1
2024-01-22,18213.52,18269.09,18312.96,18217.89,-0.32,2024,1
2024-01-23,18247.66,18224.65,18260.52,18186.54,0.19,2024,1
2024-01-24,18187.2,18255.09,18326.02,18189.21,-0.33,2024,1
2024-01-25,18258.39,18197.96,18275.47,18176.95,0.39,2024,1
2024-01-26,18280.81,18265.3,18343.46,18253.12,0.12,2024,1
2024-01-29,18281.41,18284.84,18301.51,18222.99,0.0,2024,1
2024-01-30,18206.58,18287.51,18312.06,18151.4,-0.41,2024,1
2024-01-31,18172.68,18219.13,18286.29,18163.23,-0.19,2024,1
2024-02-01,18225.28,18178.1,18262.07,18125.1,0.29,2024,2
2024-02-02,18074.12,18234.79,18263.08,18067.82,-0.83,2024,2
2024-02-05,17994.54,18082.58,18126.13,18001.11,-0.44,2024,2
2024-02-06,18050.1,18007.76,18084.68,17992.92,0.31,2024,2
2024-02-07,18122.4,18059.88,18158.21,18057.87,0.4,2024,2
2024-02-08,18125.09,18142.99,18163.23,18099.97,0.01,2024,2
2024-02-09,18127.79,18142.31,18210.63,18115.41,0.01,2024,2
2024-02-12,18137.22,18145.69,18188.26,18124.14,0.05,2024,2
2024-02-13,17984.82,18158.51,18175.39,17976.09,-0.84,2024,2
2024-02-14,18015.36,18007.89,18052.48,17993.96,0.17,2024,2
2024-02-15,18155.49,18035.15,18170.85,18013.37,0.78,2024,2
2024-02-16,18173.06,18166.12,18215.39,18112.88,0.1,2024,2
2024-02-19,18182.49,18187.21,18220.29,18169.01,0.05,2024,2
2024-02-20,18131.75,18188.05,18213.2,18132.44,-0.28,2024,2
2024-02-21,18158.6,18141.82,18183.51,18115.91,0.15,2024,2
2024-02-22,18239.13,18167.35,18311.02,18161.96,0.44,2024,2
2024-02-23,18234.99,18248.4,18305.41,18226.21,-0.02,2024,2
2024-02-26,18254.5,18248.47,18290.02,18223.51,0.11,2024,2
2024-02-27,18202.99,18261.9,18276.46,18193.57,-0.28,2024,2
2024-02-28,18129.6,18210.38,18217.1,18100.98,-0.4,2024,2
2024-02-29,18141.66,18136.96,18205.31,18126.33,0.07,2024,2
2024-03-01,18169.75,18153.71,18203.63,18125.35,0.15,2024,3
2024-03-04,18178.87,18184.16,18222.06,18165.1,0.05,2024,3
2024-03-05,18159.75,18186.24,18224.57,18147.58,-0.11,2024,3
2024-03-06,18251.44,18174.96,18284.19,18140.16,0.5,2024,3
2024-03-07,18334.45,18256.46,18352.79,18221.31,0.45,2024,3
2024-03-08,18276.22,18344.61,18373.21,18264.32,-0.32,2024,3
2024-03-11,18268.45,18290.73,18302.28,18236.91,-0.04,2024,3
2024-03-12,18266.38,18279.07,18323.55,18225.34,-0.01,2024,3
2024-03-13,18318.49,18273.29,18338.54,18257.94,0.29,2024,3
2024-03-14,18242.94,18320.84,18352.71,18238.88,-0.41,2024,3
2024-03-15,18245.59,18252.36,18298.91,18236.86,0.01,2024,3
2024-03-18,18260.07,18257.69,18284.71,18232.84,0.08,2024,3
2024-03-19,18235.42,18271.51,18273.54,18178.48,-0.13,2024,3
2024-03-20,18360.01,18243.47,18388.85,18205.21,0.68,2024,3
2024-03-21,18314.49,18373.17,18427.02,18304.66,-0.25,2024,3
2024-03-22,18198.38,18319.54,18343.01,18192.5,-0.63,2024,3
2024-03-25,18205.9,18207.21,18255.08,18192.5,0.04,2024,3
2024-03-26,18232.0,18217.29,18285.8,18213.26,0.14,2024,3
2024-03-27,18267.25,18241.38,18280.01,18214.22,0.19,2024,3
2024-03-28,18306.01,18274.62,18334.07,18200.52,0.21,2024,3
2024-03-29,18319.43,18311.05,18338.13,18291.98,0.07,2024,3
2024-04-01,18267.88,18318.57,18360.59,18255.08,-0.28,2024,4
2024-04-02,18350.65,18279.29,18395.43,18264.98,0.45,2024,4
2024-04-03,18477.46,18363.06,18511.53,18352.24,0.69,2024,4
2024-04-04,18409.01,18488.95,18516.07,18398.35,-0.37,2024,4
2024-04-05,18357.74,18422.8,18430.58,18290.72,-0.28,2024,4
2024-04-08,18389.45,18370.13,18397.39,18320.78,0.17,2024,4
2024-04-09,18381.11,18392.64,18421.73,18349.27,-0.05,2024,4
2024-04-10,18222.01,18387.12,18406.3,18202.71,-0.87,2024,4
2024-04-11,18246.9,18238.65,18293.62,18205.0,0.14,2024,4
2024-04-12,18157.07,18255.54,18266.04,18149.19,-0.49,2024,4
2024-04-15,18259.61,18166.31,18358.36,18149.52,0.56,2024,4
2024-04-16,18277.78,18273.14,18361.35,18237.43,0.1,2024,4
2024-04-17,18439.2,18288.32,18464.95,18285.68,0.88,2024,4
2024-04-18,18447.24,18446.18,18488.47,18432.13,0.04,2024,4
2024-04-19,18491.06,18452.88,18542.54,18412.09,0.24,2024,4
2024-04-22,18577.58,18496.04,18602.95,18496.04,0.47,2024,4
2024-04-23,18616.9,18583.27,18634.2,18552.01,0.21,2024,4
2024-04-24,18534.33,18622.61,18639.23,18514.21,-0.44,2024,4
2024-04-25,18560.55,18557.46,18581.79,18467.81,0.14,2024,4
2024-04-26,18525.56,18573.31,18589.23,18504.05,-0.19,2024,4
2024-04-29,18539.12,18539.24,18593.65,18529.76,0.07,2024,4
2024-04-30,18381.71,18551.46,18557.57,18385.93,-0.85,2024,4
2024-05-01,18432.54,18397.94,18496.63,18386.6,0.28,2024,5
2024-05-02,18566.73,18447.48,18586.54,18441.95,0.73,2024,5
2024-05-03,18556.4,18581.09,18674.46,18560.58,-0.06,2024,5
2024-05-06,18560.25,18570.07,18597.49,18529.68,0.02,2024,5
2024-05-07,18502.33,18578.44,18590.19,18490.09,-0.31,2024,5
2024-05-08,18528.64,18512.99,18542.21,18466.4,0.14,2024,5
2024-05-09,18597.85,18534.11,18611.5,18512.99,0.37,2024,5
2024-05-10,18611.96,18606.05,18670.23,18576.38,0.08,2024,5
2024-05-13,18622.33,18618.35,18636.48,18585.37,0.06,2024,5
2024-05-14,18643.32,18624.06,18674.13,18593.65,0.11,2024,5
2024-05-15,18702.68,18652.23,18728.15,18630.14,0.32,2024,5
2024-05-16,18673.18,18712.32,18730.22,18648.71,-0.16,2024,5
2024-05-17,18693.9,18682.26,18712.5,18650.79,0.11,2024,5
2024-05-20,18676.25,18696.01,18723.8,18666.81,-0.09,2024,5
2024-05-21,18644.55,18683.26,18703.49,18617.34,-0.17,2024,5
2024-05-22,18590.93,18647.34,18690.5,18588.27,-0.29,2024,5
2024-05-23,18547.19,18595.06,18651.46,18530.01,-0.24,2024,5
2024-05-24,18631.11,18550.93,18664.18,18533.48,0.45,2024,5
2024-05-27,18660.16,18636.18,18675.94,18618.1,0.16,2024,5
2024-05-28,18645.96,18671.14,18705.76,18640.06,-0.08,2024,5
2024-05-29,18550.91,18653.04,18659.88,18554.36,-0.51,2024,5
2024-05-30,18602.44,18557.73,18637.9,18532.32,0.28,2024,5
2024-05-31,18664.71,18607.93,18688.5,18595.02,0.33,2024,5
2024-06-03,18657.47,18674.79,18707.04,18608.49,-0.04,2024,6
2024-06-04,18571.85,18667.04,18678.0,18551.1,-0.46,2024,6
2024-06-05,18555.16,18581.61,18604.78,18499.19,-0.09,2024,6
2024-06-06,18592.74,18563.35,18609.8,18545.32,0.2,2024,6
2024-06-07,18451.26,18599.59,18612.73,18454.5,-0.76,2024,6
2024-06-10,18467.52,18473.29,18489.15,18444.1,0.09,2024,6
2024-06-11,18483.4,18476.32,18507.68,18445.95,0.09,2024,6
2024-06-12,18530.53,18491.54,18599.68,18480.95,0.25,2024,6
2024-06-13,18506.26,18540.04,18552.89,18482.8,-0.13,2024,6
2024-06-14,18527.96,18510.37,18544.42,18471.76,0.12,2024,6
2024-06-17,18541.45,18532.28,18553.21,18485.77,0.07,2024,6
2024-06-18,18547.27,18547.8,18568.78,18499.0,0.03,2024,6
2024-06-19,18563.09,18554.09,18582.54,18541.87,0.09,2024,6
2024-06-20,18588.85,18568.3,18606.1,18539.93,0.14,2024,6
2024-06-21,18579.35,18597.94,18613.38,18556.38,-0.05,2024,6
2024-06-24,18636.06,18587.54,18652.29,18565.96,0.31,2024,6
